sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda,log_renda
F,False,True,0,Empresário,Secundário,Casado,Casa,33,0.5123287671232877,2.0,477.98,6.169568890611913
F,True,True,1,Assalariado,Superior completo,Separado,Casa,26,5.778082191780823,2.0,3514.37,8.164615556317372
F,False,True,0,Empresário,Secundário,Solteiro,Casa,50,1.7205479452054795,1.0,1806.53,7.49916315714784
M,False,True,0,Assalariado,Superior completo,Casado,Casa,27,1.476712328767123,2.0,2026.11,7.613872977510469
F,True,True,0,Empresário,Superior completo,Casado,Casa,34,1.2493150684931509,2.0,3032.33,8.017086579889854
F,True,False,2,Servidor público,Superior completo,Casado,Casa,43,20.18904109589041,4.0,4849.05,8.486538088456603
F,False,False,0,Assalariado,Secundário,União,Casa,28,5.35068493150685,2.0,627.64,6.441966753690868
M,True,True,0,Assalariado,Superior completo,Solteiro,Casa,40,5.676712328767122,1.0,15902.13,9.67420834150033
F,False,True,0,Assalariado,Superior completo,Casado,Casa,42,8.134246575342466,2.0,1790.02,7.489982071956739
F,False,True,0,Assalariado,Secundário,Casado,Casa,46,1.8410958904109591,2.0,2997.17,8.005423789098009
M,True,False,1,Assalariado,Secundário,Casado,Casa,26,0.3808219178082192,3.0,1634.01,7.398792395352261
F,True,False,0,Assalariado,Superior completo,Casado,Casa,42,10.863013698630136,2.0,1745.73,7.46492808526642
M,True,True,1,Assalariado,Superior completo,Separado,Casa,44,6.934246575342466,2.0,22190.14,10.007403325055002
F,False,True,1,Assalariado,Secundário,Casado,Casa,30,0.3698630136986301,3.0,1743.09,7.46341467929885
F,True,False,1,Empresário,Superior completo,Casado,Casa,44,1.180821917808219,3.0,3329.62,8.110613462348864
M,True,True,0,Assalariado,Secundário,Casado,Casa,49,0.547945205479452,2.0,4694.91,8.454234222129555
F,False,False,0,Assalariado,Secundário,Casado,Casa,47,8.967123287671232,2.0,1743.29,7.4635294114853705
F,False,True,0,Empresário,Secundário,Casado,Casa,56,1.8109589041095893,2.0,1087.89,6.991995319363465
F,True,True,0,Assalariado,Secundário,Viúvo,Casa,56,4.32054794520548,1.0,2512.02,7.828842489339834
F,True,True,0,Pensionista,Secundário,Casado,Casa,63,0.0,2.0,1299.51,7.169742549319347
M,False,True,0,Assalariado,Secundário,Solteiro,Casa,26,1.178082191780822,1.0,2240.14,7.714293642896042
M,False,True,1,Assalariado,Secundário,Casado,Casa,45,8.980821917808221,3.0,3122.72,8.046459695882891
F,True,True,0,Empresário,Secundário,Casado,Casa,33,4.008219178082192,2.0,1197.78,7.088225122412617
M,False,True,0,Empresário,Superior completo,Solteiro,Casa,27,5.282191780821917,1.0,9920.66,9.202374730323811
M,False,True,0,Assalariado,Superior completo,Casado,Casa,40,5.6438356164383565,2.0,6758.16,8.818505942637653
F,False,True,0,Pensionista,Secundário,Casado,Casa,63,0.0,2.0,3534.07,8.17020546026695
F,False,True,1,Assalariado,Secundário,Casado,Casa,45,1.7205479452054795,3.0,2085.68,7.642850220149839
F,False,True,0,Assalariado,Secundário,Casado,Aluguel,39,7.120547945205479,2.0,1778.77,7.483677393191869
M,False,True,0,Empresário,Superior completo,Solteiro,Aluguel,27,3.345205479452055,1.0,1935.13,7.567929786669707
F,False,True,0,Pensionista,Secundário,Casado,Casa,61,0.0,2.0,1958.45,7.579908623037847
M,False,True,0,Pensionista,Secundário,Casado,Casa,57,0.0,2.0,4694.95,8.454242741958392
F,False,True,0,Assalariado,Secundário,Casado,Casa,42,0.7753424657534247,2.0,2111.4,7.6551065135555945
M,False,False,2,Assalariado,Superior completo,União,Casa,45,8.46027397260274,4.0,6934.01,8.844193568412951
M,True,True,2,Assalariado,Secundário,Casado,Casa,37,10.602739726027398,4.0,7922.93,8.97751636588898
F,False,True,0,Pensionista,Secundário,Casado,Casa,61,0.0,2.0,1165.52,7.0609226183457405
F,False,True,0,Pensionista,Secundário,Casado,Governamental,65,0.0,2.0,2869.31,7.961826861730131
F,False,True,0,Assalariado,Secundário,Casado,Casa,29,2.263013698630137,2.0,2724.03,7.909867680424617
F,True,False,0,Servidor público,Superior incompleto,Solteiro,Casa,32,14.263013698630138,1.0,2784.02,7.931651205336552
M,True,True,0,Assalariado,Secundário,Casado,Casa,52,9.558904109589042,2.0,13299.29,9.49546592932625
F,False,True,2,Assalariado,Secundário,Solteiro,Casa,40,4.098630136986301,3.0,399.08,5.989161898045307
F,False,False,0,Pensionista,Secundário,Casado,Casa,62,0.0,2.0,1539.67,7.339323386730925
F,True,True,0,Assalariado,Secundário,Casado,Casa,37,3.1178082191780816,2.0,2880.65,7.965771242109277
F,False,True,2,Servidor público,Secundário,Casado,Casa,50,11.356164383561644,4.0,2674.84,7.8916448444571206
F,True,True,0,Pensionista,Secundário,Casado,Casa,65,0.0,2.0,2802.47,7.938256450161098
M,False,False,0,Assalariado,Secundário,Casado,Casa,32,11.632876712328768,2.0,7659.24,8.943668041102152
F,False,True,1,Assalariado,Secundário,Solteiro,Casa,51,7.854794520547945,2.0,1332.18,7.194571977105539
F,True,True,1,Servidor público,Superior completo,Viúvo,Casa,49,1.1643835616438356,2.0,1109.65,7.011799929268738
M,False,False,0,Assalariado,Primário,União,Casa,27,9.3013698630137,2.0,14722.17,9.597109799896092
F,False,False,1,Empresário,Secundário,Separado,Casa,41,21.86027397260274,2.0,6479.07,8.776332260528033
F,False,True,0,Pensionista,Secundário,Casado,Casa,61,0.0,2.0,2157.63,7.676765676067009
F,False,True,0,Assalariado,Secundário,Casado,Casa,51,33.33972602739726,2.0,6302.34,8.748676271988536
F,False,True,2,Assalariado,Superior completo,Casado,Casa,40,5.843835616438357,4.0,3890.37,8.266259547770517
M,True,False,2,Servidor público,Secundário,Casado,Casa,28,8.884931506849314,4.0,6520.32,8.782678733470927
F,True,True,1,Assalariado,Secundário,Casado,Casa,40,4.802739726027396,3.0,503.62,6.221822015440386
M,False,True,1,Empresário,Secundário,Casado,Casa,29,9.471232876712328,3.0,11365.88,9.338371163997357
F,True,False,0,Empresário,Secundário,Casado,Casa,40,3.5095890410958903,2.0,7348.78,8.902289592035059
F,False,False,0,Assalariado,Secundário,Solteiro,Casa,52,1.2712328767123289,1.0,2062.81,7.6318244099447705
M,False,True,0,Empresário,Secundário,Casado,Casa,34,11.065753424657538,2.0,41867.92,10.642275180205775
F,True,True,0,Pensionista,Secundário,Casado,Casa,57,0.0,2.0,791.09,6.673411741320482
F,False,True,0,Assalariado,Secundário,Casado,Casa,51,8.158904109589043,2.0,1642.63,7.404053894867548
F,False,True,0,Servidor público,Secundário,Casado,Casa,48,6.449315068493152,2.0,3060.6,8.026366254156937
M,True,False,0,Assalariado,Secundário,Solteiro,Casa,50,3.2986301369863016,1.0,3118.21,8.045014398215693
F,False,True,1,Assalariado,Secundário,Casado,Casa,43,12.065753424657537,3.0,2120.76,7.659529793989706
F,False,False,1,Assalariado,Superior incompleto,Casado,Com os pais,27,7.301369863013699,3.0,3168.51,8.061016724826132
M,False,True,0,Assalariado,Secundário,Solteiro,Casa,29,6.394520547945207,1.0,7776.32,8.958838497556918
F,False,False,0,Empresário,Superior completo,Casado,Casa,30,7.432876712328768,2.0,1630.23,7.396476388141012
M,True,True,1,Empresário,Superior completo,Casado,Casa,41,4.279452054794521,3.0,12803.96,9.457509777061132
F,True,False,2,Assalariado,Superior completo,Casado,Casa,35,13.635616438356164,4.0,752.04,6.622789514024585
F,False,True,0,Assalariado,Secundário,Casado,Casa,47,6.049315068493152,2.0,2479.3,7.815731541252207
F,False,False,0,Assalariado,Secundário,Casado,Casa,44,20.194520547945206,2.0,3470.49,8.152051073346298
F,False,False,0,Servidor público,Superior completo,Separado,Com os pais,53,5.454794520547946,1.0,3537.57,8.171195329741579
M,True,False,1,Empresário,Secundário,Casado,Casa,32,9.846575342465751,3.0,10695.2,9.277550321668913
M,True,False,0,Pensionista,Superior completo,Solteiro,Casa,38,10.082191780821915,1.0,5011.63,8.519516490465701
M,True,False,1,Assalariado,Superior completo,Casado,Casa,48,9.186301369863012,3.0,4541.73,8.421063275720234
F,True,True,0,Pensionista,Superior completo,Casado,Casa,64,0.0,2.0,1130.51,7.030424137322423
F,True,False,0,Assalariado,Secundário,Casado,Casa,38,6.53972602739726,2.0,2160.62,7.678150496527999
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,67,0.0,1.0,1714.27,7.446742613006143
M,False,False,2,Assalariado,Superior incompleto,Casado,Casa,38,0.7205479452054795,4.0,1756.73,7.47120940534833
F,False,False,3,Assalariado,Secundário,Casado,Casa,36,1.5123287671232877,5.0,5070.88,8.53126965154342
M,True,True,1,Assalariado,Secundário,Casado,Aluguel,46,3.991780821917808,3.0,7249.47,8.888683641728257
M,True,True,2,Assalariado,Secundário,União,Casa,39,0.8027397260273973,4.0,2334.99,7.755762887438581
F,False,True,3,Servidor público,Superior completo,Casado,Casa,43,20.27671232876712,5.0,6746.19,8.816733180063396
F,False,True,0,Pensionista,Secundário,Casado,Casa,61,0.0,2.0,5518.65,8.6158885441428
F,False,True,0,Pensionista,Secundário,Casado,Casa,64,0.0,2.0,2901.53,7.972993463056791
F,True,False,1,Assalariado,Secundário,Solteiro,Casa,41,3.2684931506849315,2.0,600.13,6.397146298413981
F,False,False,0,Assalariado,Secundário,Separado,Casa,45,7.520547945205481,1.0,4455.39,8.401869878160866
F,True,True,1,Assalariado,Secundário,Casado,Casa,40,4.802739726027396,3.0,503.62,6.221822015440386
F,False,False,0,Assalariado,Secundário,Solteiro,Casa,46,20.02739726027397,1.0,2622.04,7.8717079197374105
F,True,True,0,Assalariado,Secundário,Separado,Casa,44,3.8520547945205488,1.0,1401.75,7.245476735003782
M,True,True,2,Assalariado,Superior incompleto,Casado,Casa,35,2.6356164383561644,4.0,4961.33,8.509429128935775
F,False,False,1,Empresário,Secundário,Solteiro,Casa,40,6.958904109589041,2.0,1315.26,7.181789643699291
F,False,True,0,Assalariado,Secundário,Viúvo,Casa,48,27.32876712328768,1.0,3510.04,8.163382712406374
M,True,True,0,Assalariado,Superior incompleto,Casado,Governamental,32,6.676712328767122,2.0,7392.46,8.908215840822578
F,False,True,1,Empresário,Secundário,Casado,Casa,49,11.284931506849317,3.0,5683.33,8.645292607533117
F,False,True,0,Assalariado,Secundário,Casado,Casa,42,2.4383561643835616,2.0,918.85,6.823122888141433
M,True,False,2,Empresário,Superior completo,Casado,Casa,39,13.0,4.0,9477.57,9.15668323327722
F,False,False,0,Assalariado,Superior completo,Casado,Casa,27,6.778082191780823,2.0,803.3,6.688728243179767
M,False,False,0,Empresário,Secundário,União,Governamental,40,6.767123287671232,2.0,6059.41,8.70936771458762
M,True,True,0,Assalariado,Pós graduação,Casado,Casa,61,0.5342465753424658,2.0,3416.34,8.136325081571442
F,True,True,1,Empresário,Superior completo,Separado,Casa,42,0.6356164383561644,2.0,3208.87,8.073674129226625
F,False,True,1,Assalariado,Secundário,Casado,Casa,38,12.802739726027394,3.0,18440.47,9.822302984855185
M,True,True,1,Assalariado,Secundário,Casado,Casa,45,12.243835616438355,3.0,19451.45,9.875676896396405
F,True,True,0,Servidor público,Secundário,Solteiro,Casa,23,4.210958904109589,1.0,1368.07,7.22115626646402
M,True,True,1,Pensionista,Secundário,Casado,Casa,44,0.0,3.0,6076.89,8.712248330934834
M,True,True,0,Empresário,Superior completo,Casado,Estúdio,37,12.01917808219178,2.0,7386.62,8.907425534483624
F,False,False,0,Empresário,Superior completo,Casado,Casa,30,1.1232876712328768,2.0,4774.85,8.471117838808848
F,True,False,0,Assalariado,Secundário,União,Casa,51,3.2164383561643834,2.0,2608.18,7.8664079390697905
F,False,True,0,Empresário,Secundário,Casado,Casa,49,31.65753424657534,2.0,5981.55,8.696435010683269
M,True,False,1,Empresário,Secundário,Solteiro,Casa,47,0.4876712328767123,2.0,2399.0,7.782807262839695
F,True,True,0,Pensionista,Secundário,Viúvo,Casa,60,0.0,1.0,1278.72,7.153614856580079
M,False,False,0,Assalariado,Secundário,União,Casa,59,11.641095890410964,2.0,3840.27,8.253297955609964
F,False,False,0,Assalariado,Secundário,Casado,Casa,63,6.2602739726027385,2.0,646.01,6.470814983538951
F,False,False,0,Assalariado,Secundário,Separado,Casa,54,0.5123287671232877,1.0,4607.86,8.435518819969742
M,True,True,1,Empresário,Superior completo,Casado,Casa,28,2.032876712328767,3.0,4887.68,8.494473032259965
F,False,True,0,Assalariado,Superior completo,Casado,Casa,27,1.2602739726027397,2.0,1813.92,7.5032455282692885
F,True,True,1,Empresário,Superior completo,Casado,Casa,31,4.427397260273971,3.0,8937.36,9.097995522543911
F,False,False,0,Assalariado,Secundário,Casado,Casa,43,5.6219178082191785,2.0,3733.07,8.22498623041303
F,False,True,0,Pensionista,Secundário,Casado,Casa,52,0.0,2.0,1582.66,7.366862254752662
F,False,False,0,Empresário,Superior completo,Separado,Com os pais,43,1.1835616438356165,1.0,1344.59,7.203844412851249
M,True,False,2,Servidor público,Superior completo,Casado,Com os pais,29,4.216438356164384,4.0,3684.24,8.211819541833055
M,True,False,1,Assalariado,Superior completo,Solteiro,Casa,40,17.043835616438358,2.0,15713.22,9.662257675237665
F,False,False,0,Pensionista,Secundário,Separado,Governamental,59,0.0,1.0,1069.87,6.9752924247476935
F,True,False,0,Assalariado,Secundário,Casado,Casa,56,20.88767123287672,2.0,1738.76,7.460927494479202
F,True,True,0,Pensionista,Secundário,Casado,Casa,64,0.0,2.0,584.52,6.370790997606451
F,False,True,0,Assalariado,Secundário,Solteiro,Casa,45,26.249315068493143,1.0,16910.94,9.735716028756872
M,False,True,2,Assalariado,Secundário,Casado,Casa,38,2.8109589041095893,4.0,6918.4,8.841939808004835
F,False,True,1,Assalariado,Superior completo,Casado,Casa,37,6.0465753424657525,3.0,3259.3,8.08926772737789
F,False,True,1,Assalariado,Secundário,União,Casa,45,22.61369863013699,3.0,7558.72,8.930457142669344
M,True,True,1,Assalariado,Superior completo,Casado,Casa,45,9.454794520547946,3.0,8819.71,9.084744268641689
F,False,False,0,Empresário,Secundário,Casado,Casa,44,6.6219178082191785,2.0,5226.39,8.561476070161783
F,False,False,2,Assalariado,Secundário,Separado,Casa,39,0.5150684931506849,3.0,923.61,6.8282899046196475
F,True,False,0,Assalariado,Secundário,Casado,Casa,52,18.523287671232875,2.0,1334.37,7.19621454933737
F,True,True,0,Empresário,Secundário,Casado,Casa,51,5.890410958904107,2.0,2142.35,7.669658636352392
F,False,True,0,Pensionista,Secundário,Casado,Casa,61,0.0,2.0,1407.77,7.249762171101825
F,False,False,1,Assalariado,Secundário,União,Casa,40,7.290410958904109,3.0,2334.98,7.7557586047558225
M,True,True,0,Assalariado,Secundário,Casado,Casa,30,9.8,2.0,12095.85,9.400617697548773
F,False,True,1,Assalariado,Secundário,União,Com os pais,31,1.7945205479452055,3.0,2084.85,7.642452189198877
F,False,False,1,Assalariado,Superior completo,União,Com os pais,33,14.69041095890411,3.0,2036.9,7.619184323220095
F,False,False,0,Assalariado,Secundário,Casado,Casa,36,5.972602739726027,2.0,2067.78,7.634230846990526
F,False,True,1,Servidor público,Superior completo,Casado,Casa,30,4.846575342465753,3.0,675.78,6.51586757928766
F,False,False,0,Pensionista,Superior completo,Casado,Casa,60,0.0,2.0,1343.25,7.202847329608931
M,False,False,0,Empresário,Secundário,Casado,Casa,36,3.9342465753424656,2.0,6276.11,8.744505640786642
F,False,True,0,Assalariado,Secundário,Solteiro,Casa,44,7.4301369863013695,1.0,6579.83,8.79176418811935
F,False,True,0,Servidor público,Secundário,Solteiro,Casa,56,35.64383561643836,1.0,9823.86,9.192569399471047
F,False,False,0,Pensionista,Superior completo,Casado,Casa,60,0.0,2.0,1422.73,7.2603328401009986
M,False,False,0,Empresário,Superior incompleto,Solteiro,Casa,31,0.4547945205479452,1.0,2638.09,7.877810449450414
F,False,False,0,Pensionista,Secundário,Casado,Casa,59,0.0,2.0,3750.46,8.229633778108182
F,False,True,1,Empresário,Secundário,Casado,Casa,32,9.205479452054792,3.0,12052.39,9.397018259500937
F,True,True,1,Assalariado,Superior completo,Separado,Casa,40,4.580821917808219,2.0,5315.72,8.57842374726462
F,False,True,0,Pensionista,Secundário,Solteiro,Casa,63,0.0,1.0,1003.05,6.910800637168097
F,False,True,0,Assalariado,Secundário,Casado,Casa,47,3.0465753424657533,2.0,1587.01,7.369607021703784
M,True,True,1,Assalariado,Secundário,Casado,Casa,42,9.06027397260274,3.0,18658.66,9.834065660461576
F,False,False,0,Assalariado,Secundário,União,Casa,41,13.194520547945206,2.0,1900.79,7.550024868211726
F,False,True,2,Empresário,Secundário,União,Casa,43,8.104109589041098,4.0,3097.45,8.038334471322973
M,True,True,0,Assalariado,Pós graduação,Casado,Casa,61,0.5342465753424658,2.0,3659.21,8.205002556102562
F,False,False,0,Servidor público,Superior completo,Casado,Casa,34,15.306849315068495,2.0,18224.12,9.810501270388725
F,True,True,1,Assalariado,Secundário,União,Casa,36,2.967123287671233,3.0,3836.21,8.25224017903045
M,True,True,2,Empresário,Superior completo,Casado,Casa,40,0.6273972602739726,4.0,4016.38,8.298136278409176
F,False,False,1,Assalariado,Secundário,Separado,Casa,45,2.7150684931506848,2.0,629.84,6.445465818876212
F,False,True,3,Assalariado,Secundário,Solteiro,Governamental,37,12.123287671232877,4.0,6103.97,8.716694658142254
F,False,True,0,Empresário,Superior completo,União,Casa,30,0.7589041095890411,2.0,1555.16,7.349333713210797
F,False,True,0,Pensionista,Secundário,Casado,Casa,58,0.0,2.0,3546.16,8.173620606879615
F,False,True,1,Assalariado,Secundário,Casado,Com os pais,22,3.887671232876712,3.0,875.5,6.774795151725907
M,True,True,0,Assalariado,Superior completo,Casado,Casa,35,7.147945205479453,2.0,6732.14,8.814648351291726
F,True,False,1,Empresário,Secundário,Solteiro,Governamental,32,13.652054794520549,2.0,10100.94,9.220383767805602
F,False,False,0,Pensionista,Superior completo,Casado,Governamental,57,0.0,2.0,2341.2,7.758418897417066
F,True,False,0,Assalariado,Superior completo,Casado,Casa,55,6.934246575342466,2.0,967.76,6.874984122651592
F,False,False,0,Assalariado,Secundário,Casado,Casa,47,8.967123287671232,2.0,1583.4,7.367329712737334
F,False,False,0,Pensionista,Secundário,Casado,Casa,61,0.0,2.0,2447.62,7.802871402824816
F,True,True,0,Assalariado,Superior completo,Separado,Casa,36,10.205479452054792,1.0,18462.08,9.82347417776571
F,False,False,1,Assalariado,Secundário,Casado,Casa,27,2.0136986301369864,3.0,1138.81,7.037739136538493
M,False,False,0,Assalariado,Secundário,Solteiro,Comunitário,32,0.8027397260273973,1.0,1757.55,7.471676072782274
F,False,True,0,Pensionista,Secundário,Casado,Casa,61,0.0,2.0,2733.55,7.913356409735353
F,True,False,0,Assalariado,Secundário,Separado,Casa,37,5.868493150684931,1.0,2814.96,7.9427033308813595
F,False,False,1,Assalariado,Secundário,Casado,Casa,32,3.263013698630137,3.0,3956.67,8.283158041395232
F,True,True,1,Assalariado,Secundário,União,Casa,36,2.967123287671233,3.0,5828.19,8.670461768019102
F,True,True,0,Assalariado,Secundário,Casado,Casa,42,7.380821917808219,2.0,999.82,6.907575262780193
F,False,False,0,Assalariado,Superior completo,Solteiro,Casa,37,1.0547945205479452,1.0,2108.17,7.653575551570897
F,False,False,0,Pensionista,Secundário,Casado,Casa,65,0.0,2.0,1918.56,7.559330183631123
F,False,True,0,Assalariado,Secundário,Separado,Casa,41,9.016438356164382,1.0,2262.8,7.724358263469001
F,False,True,0,Assalariado,Secundário,União,Casa,37,11.58904109589041,2.0,1820.19,7.506696170226395
M,True,True,0,Assalariado,Secundário,Casado,Casa,57,3.175342465753425,2.0,1727.74,7.45456947508035
F,True,True,0,Assalariado,Secundário,Casado,Casa,35,4.526027397260274,2.0,1813.3,7.50290366865998
F,True,True,1,Empresário,Superior completo,Casado,Casa,32,0.5013698630136987,3.0,1957.82,7.579586888323216
M,True,False,1,Servidor público,Superior completo,Casado,Casa,35,9.791780821917808,3.0,11144.1,9.318665488858002
F,False,True,0,Assalariado,Primário,Viúvo,Casa,46,6.101369863013699,1.0,5908.19,8.6840948029175
M,True,False,1,Assalariado,Superior completo,Casado,Aluguel,29,0.5561643835616439,3.0,2293.6,7.73787791456916
F,True,True,0,Pensionista,Superior completo,Viúvo,Casa,58,0.0,1.0,2391.31,7.779596611919028
M,True,True,0,Empresário,Superior completo,Casado,Casa,52,5.117808219178082,2.0,32504.33,10.389128590212628
F,False,True,0,Assalariado,Superior completo,Casado,Casa,46,10.775342465753424,2.0,814.89,6.70305313480653
F,True,True,0,Assalariado,Superior completo,Viúvo,Casa,32,4.101369863013699,1.0,1401.85,7.2455480718564305
M,True,True,1,Assalariado,Secundário,Solteiro,Casa,40,4.6876712328767125,2.0,8723.37,9.073760910133453
F,False,True,0,Pensionista,Secundário,Casado,Casa,62,0.0,2.0,3719.45,8.221331086874017
F,False,False,0,Assalariado,Superior completo,Casado,Casa,33,2.356164383561644,2.0,1555.85,7.349777299063182
F,False,False,0,Empresário,Superior completo,Casado,Casa,30,7.027397260273973,2.0,4541.1,8.42092455243663
F,True,False,0,Pensionista,Secundário,Casado,Casa,57,0.0,2.0,546.22,6.30302182499318
M,True,True,1,Empresário,Superior completo,Casado,Casa,41,4.016438356164383,3.0,8465.97,9.043809877488481
F,True,True,0,Empresário,Superior completo,Solteiro,Casa,33,11.613698630136984,1.0,9500.18,9.159066024777553
M,True,True,0,Assalariado,Secundário,Casado,Com os pais,44,8.523287671232877,2.0,6427.73,8.768376722241557
F,False,False,0,Assalariado,Secundário,Casado,Casa,40,13.873972602739729,2.0,2490.66,7.8203030145774575
M,False,True,2,Assalariado,Secundário,União,Casa,39,6.347945205479452,4.0,4997.95,8.516783107343256
F,False,False,0,Pensionista,Secundário,Casado,Casa,62,0.0,2.0,2003.59,7.602695850454835
M,True,True,1,Assalariado,Secundário,Solteiro,Casa,31,2.043835616438356,2.0,1763.47,7.4750387379067975
M,False,False,0,Assalariado,Secundário,Casado,Casa,44,12.441095890410958,2.0,17836.67,9.78901172951818
F,True,False,0,Servidor público,Secundário,Viúvo,Casa,53,16.10958904109589,1.0,5254.78,8.566893417544112
F,False,False,0,Empresário,Secundário,Casado,Casa,42,6.676712328767122,2.0,3728.69,8.223812244516122
F,False,True,0,Servidor público,Superior completo,Casado,Casa,44,8.665753424657536,2.0,4572.7,8.427859119056961
F,True,True,0,Assalariado,Superior completo,Casado,Casa,56,1.7150684931506852,2.0,923.83,6.828528072030811
M,False,True,1,Assalariado,Secundário,Casado,Casa,32,4.789041095890411,3.0,2341.7,7.7586324403079665
F,False,True,0,Assalariado,Superior completo,Separado,Casa,49,1.824657534246576,1.0,765.56,6.640607592169872
F,True,True,1,Empresário,Superior completo,Separado,Casa,42,0.6356164383561644,2.0,926.7,6.831629888592646
M,True,False,1,Empresário,Superior completo,Casado,Casa,35,4.638356164383562,3.0,6522.26,8.782976220626738
F,True,False,0,Assalariado,Secundário,Casado,Casa,53,7.6,2.0,5224.94,8.56119859351349
M,True,False,1,Assalariado,Secundário,Casado,Casa,30,4.369863013698629,3.0,15652.98,9.658416593177064
M,True,True,3,Assalariado,Secundário,Casado,Casa,38,2.2575342465753425,5.0,1800.49,7.495814129060732
F,False,True,0,Pensionista,Secundário,Casado,Casa,58,0.0,2.0,7477.9,8.919707282888137
M,False,True,2,Empresário,Superior completo,Casado,Casa,61,3.810958904109589,4.0,21197.99,9.961661644844472
F,False,False,0,Assalariado,Secundário,Casado,Casa,49,0.7589041095890411,2.0,695.07,6.544012559917392
F,True,True,0,Empresário,Secundário,Casado,Casa,33,1.947945205479452,2.0,1112.64,7.014490848819497
F,False,True,0,Assalariado,Superior completo,Casado,Casa,42,0.9287671232876712,2.0,2678.97,7.893187671273622
F,True,True,0,Assalariado,Secundário,Casado,Casa,48,0.8410958904109589,2.0,7406.64,8.910132174158994
F,False,True,2,Servidor público,Superior completo,Solteiro,Casa,28,7.520547945205481,3.0,16443.91,9.707710474881896
F,False,True,0,Empresário,Secundário,Casado,Casa,47,8.854794520547943,2.0,2132.68,7.665134683775546
F,True,False,0,Empresário,Secundário,Separado,Casa,48,28.641095890410963,1.0,14339.69,9.57078649606778
M,True,False,0,Empresário,Superior incompleto,Solteiro,Casa,25,3.4547945205479453,1.0,5023.27,8.521836395042826
M,True,True,2,Assalariado,Superior completo,Casado,Casa,36,2.7178082191780817,4.0,991.06,6.898775077401356
M,True,True,0,Assalariado,Secundário,Casado,Casa,44,21.03835616438356,2.0,17751.38,9.784218538360335
F,False,True,0,Assalariado,Secundário,Casado,Casa,28,1.5452054794520549,2.0,2217.43,7.704104146605439
F,False,True,2,Assalariado,Secundário,Separado,Casa,39,9.841095890410957,3.0,3105.37,8.040888149909177
F,False,False,2,Assalariado,Secundário,Casado,Casa,30,5.956164383561643,4.0,1043.04,6.949894805176229
M,True,False,0,Empresário,Superior completo,Casado,Casa,47,4.624657534246575,2.0,2167.21,7.68119590500904
M,True,True,0,Assalariado,Secundário,União,Casa,29,3.602739726027397,2.0,2588.52,7.858841562794626
F,False,True,0,Pensionista,Secundário,Separado,Casa,51,0.0,1.0,1190.48,7.082111866121795
F,True,True,1,Assalariado,Superior completo,Casado,Casa,25,3.5835616438356164,3.0,1646.34,7.406309921267029
F,False,True,1,Empresário,Secundário,União,Casa,45,5.101369863013699,3.0,3727.03,8.223366948816329
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,64,0.0,1.0,1204.43,7.09376170496558
F,False,False,0,Empresário,Secundário,Casado,Casa,56,5.06027397260274,2.0,969.03,6.876295571163845
M,False,True,0,Assalariado,Secundário,Casado,Casa,52,0.947945205479452,2.0,1677.56,7.425095635717372
F,False,True,0,Assalariado,Secundário,Casado,Casa,54,14.6986301369863,2.0,3848.22,8.255365982708481
F,False,True,1,Assalariado,Secundário,Viúvo,Casa,38,8.136986301369863,2.0,2626.1,7.873255134868839
M,True,False,4,Empresário,Secundário,Casado,Casa,41,7.0630136986301375,6.0,6264.02,8.742577430513563
M,True,True,0,Empresário,Superior completo,Casado,Estúdio,37,12.01917808219178,2.0,6423.17,8.76766704429038
F,False,False,0,Empresário,Superior completo,Casado,Casa,30,1.1232876712328768,2.0,4774.85,8.471117838808848
F,False,True,0,Empresário,Secundário,Casado,Casa,50,1.747945205479452,2.0,5109.17,8.538792243390638
F,True,True,0,Pensionista,Secundário,Casado,Casa,57,0.0,2.0,1506.19,7.317338562420673
F,True,False,0,Assalariado,Superior completo,Casado,Casa,40,10.186301369863012,2.0,1817.81,7.5053877588247815
F,True,True,1,Empresário,Superior completo,Casado,Casa,30,6.7972602739726025,3.0,2045.64,7.623465977950834
F,False,True,1,Assalariado,Secundário,Casado,Casa,32,0.5123287671232877,3.0,896.91,6.798955522576798
M,True,True,0,Assalariado,Secundário,Casado,Casa,52,9.35068493150685,2.0,4599.6,8.433724622174509
F,False,True,0,Assalariado,Superior completo,Casado,Casa,33,10.96986301369863,2.0,1139.83,7.038634407461612
F,False,True,0,Empresário,Secundário,Casado,Casa,54,12.550684931506847,2.0,12781.25,9.455734532225213
M,True,True,2,Assalariado,Superior completo,Casado,Casa,31,5.216438356164384,4.0,8922.74,9.0963583532934
M,True,True,0,Empresário,Superior completo,Solteiro,Com os pais,29,5.895890410958903,1.0,8939.64,9.098250598900387
M,True,True,1,Empresário,Superior completo,Casado,Casa,24,2.2410958904109592,3.0,12313.78,9.418474239467804
M,True,True,0,Assalariado,Secundário,Casado,Casa,33,3.0904109589041098,2.0,6761.42,8.81898820614927
F,False,True,0,Assalariado,Secundário,Casado,Casa,45,5.994520547945205,2.0,3322.93,8.10860220283028
M,True,True,0,Assalariado,Secundário,Casado,Casa,27,6.6876712328767125,2.0,10884.09,9.295057368887692
